member_a_id,member_b_id,member_a_name,member_b_name,metric
A000069,D000407,Daniel Akaka,Pete Domenici,2.0
H001016,K000305,Kay Hutchison,Herb Kohl,2.0
C000880,R000361,Michael Crapo,John Rockefeller,0.0
C001035,E000285,Susan Collins,Michael Enzi,1.0
F000061,M001162,Russ Feingold,Mel Martinez,0.0
H000338,V000126,Orrin Hatch,George Voinovich,1.0
B001233,W000802,Evan Bayh,Sheldon Whitehouse,0.0
S000320,T000162,Richard Shelby,Craig Thomas,0.0
A000069,M000702,Daniel Akaka,Barbara Mikulski,2.0
K000148,L000504,John Kerry,Richard Lugar,1.0
C000705,W000803,Kent Conrad,Jim Webb,1.0
B001135,C000705,Richard Burr,Kent Conrad,1.0
D000601,M001111,Elizabeth Dole,Patty Murray,0.0
B001261,D000407,John Barrasso,Pete Domenici,0.0
C000560,M000303,Tom Coburn,John McCain,0.0
C001041,S000033,Hillary Clinton,Bernard Sanders,2.0
B001261,M000702,John Barrasso,Barbara Mikulski,0.0
C001070,G000386,Bob Casey,Charles Grassley,0.0
N000032,S000148,Bill Nelson,Charles Schumer,2.0
H001028,H000338,Chuck Hagel,Orrin Hatch,1.0
L000550,S001163,Mary Landrieu,Ken Salazar,3.0
K000148,M001111,John Kerry,Patty Murray,4.0
S000709,W000802,Arlen Specter,Sheldon Whitehouse,1.0
C000141,N000032,Benjamin Cardin,Bill Nelson,2.0
L000123,L000261,Frank Lautenberg,Carl Levin,3.0
G000445,R000361,Judd Gregg,John Rockefeller,0.0
A000069,N000180,Daniel Akaka,Ben Nelson,2.0
C000858,S000888,Larry Craig,Ted Stevens,1.0
H001028,H001016,Chuck Hagel,Kay Hutchison,1.0
O000167,S001141,Barack Obama,Jeff Sessions,0.0
C000127,W000802,Maria Cantwell,Sheldon Whitehouse,2.0
K000305,S001141,Herb Kohl,Jeff Sessions,0.0
L000123,S000709,Frank Lautenberg,Arlen Specter,2.0
S000148,W000779,Charles Schumer,Ron Wyden,1.0
C001070,S000320,Bob Casey,Richard Shelby,0.0
D000432,L000304,Byron Dorgan,Joseph Lieberman,3.0
B001135,C000858,Richard Burr,Larry Craig,0.0
B000944,T000162,Sherrod Brown,Craig Thomas,1.0
P000590,T000162,Mark Pryor,Craig Thomas,0.0
D000563,S000148,Richard Durbin,Charles Schumer,6.0
C001071,F000062,Bob Corker,Dianne Feinstein,1.0
B000468,P000590,Jeff Bingaman,Mark Pryor,1.0
C000286,W000437,Saxby Chambliss,Roger Wicker,0.0
N000032,T000464,Bill Nelson,Jon Tester,0.0
K000367,M000355,Amy Klobuchar,Mitch McConnell,1.0
D000601,M000303,Elizabeth Dole,John McCain,0.0
P000590,W000154,Mark Pryor,John Warner,2.0
K000148,M000639,John Kerry,Robert Menendez,3.0
D000432,L000123,Byron Dorgan,Frank Lautenberg,3.0
D000563,M001170,Richard Durbin,Claire McCaskill,3.0
D000432,S000888,Byron Dorgan,Ted Stevens,3.0
B000953,R000146,Sam Brownback,Harry Reid,0.0
B000611,V000126,Christopher Bond,George Voinovich,1.0
B000711,L000550,Barbara Boxer,Mary Landrieu,2.0
K000352,M000702,Jon Kyl,Barbara Mikulski,0.0
F000062,S000663,Dianne Feinstein,Olympia Snowe,2.0
A000109,C000286,Wayne Allard,Saxby Chambliss,0.0
C000880,N000032,Michael Crapo,Bill Nelson,0.0
C000567,S001078,Thad Cochran,John Sununu,0.0
B000382,B000711,Robert Bennett,Barbara Boxer,1.0
L000550,T000250,Mary Landrieu,John Thune,0.0
A000360,M000702,Lamar Alexander,Barbara Mikulski,1.0
C000141,C000858,Benjamin Cardin,Larry Craig,1.0
A000109,M001111,Wayne Allard,Patty Murray,0.0
H001016,W000437,Kay Hutchison,Roger Wicker,0.0
G000445,H000206,Judd Gregg,Tom Harkin,0.0
D000563,L000123,Richard Durbin,Frank Lautenberg,4.0
S000033,S001078,Bernard Sanders,John Sununu,0.0
L000123,W000779,Frank Lautenberg,Ron Wyden,1.0
M000303,W000437,John McCain,Roger Wicker,0.0
A000069,K000105,Daniel Akaka,Edward Kennedy,3.0
S000888,W000779,Ted Stevens,Ron Wyden,1.0
A000109,H001016,Wayne Allard,Kay Hutchison,0.0
B000611,W000803,Christopher Bond,Jim Webb,0.0
B001135,N000032,Richard Burr,Bill Nelson,0.0
M001111,W000437,Patty Murray,Roger Wicker,0.0
B001261,K000105,John Barrasso,Edward Kennedy,0.0
K000352,O000167,Jon Kyl,Barack Obama,0.0
L000174,L000261,Patrick Leahy,Carl Levin,3.0
L000261,W000779,Carl Levin,Ron Wyden,1.0
A000360,L000550,Lamar Alexander,Mary Landrieu,1.0
M000702,S001141,Barbara Mikulski,Jeff Sessions,0.0
C001057,S000320,Norm Coleman,Richard Shelby,0.0
C000286,H001028,Saxby Chambliss,Chuck Hagel,1.0
C000560,M001153,Tom Coburn,Lisa Murkowski,0.0
C001057,W000779,Norm Coleman,Ron Wyden,0.0
L000035,M000355,Blanche Lincoln,Mitch McConnell,1.0
B000468,S000148,Jeff Bingaman,Charles Schumer,3.0
K000148,S001142,John Kerry,Gordon Smith,4.0
E000285,L000550,Michael Enzi,Mary Landrieu,1.0
B000243,M001162,Max Baucus,Mel Martinez,0.0
B000711,S001078,Barbara Boxer,John Sununu,0.0
C001057,M001153,Norm Coleman,Lisa Murkowski,1.0
J000177,L000035,Tim Johnson,Blanche Lincoln,2.0
B001261,S001141,John Barrasso,Jeff Sessions,0.0
B000611,R000146,Christopher Bond,Harry Reid,1.0
L000174,M001170,Patrick Leahy,Claire McCaskill,2.0
C000705,G000445,Kent Conrad,Judd Gregg,0.0
C001070,W000779,Bob Casey,Ron Wyden,1.0
I000055,L000174,Johnny Isakson,Patrick Leahy,1.0
S000770,W000803,Debbie Stabenow,Jim Webb,4.0
H000206,R000361,Tom Harkin,John Rockefeller,1.0
A000069,S001141,Daniel Akaka,Jeff Sessions,0.0
G000386,M001162,Charles Grassley,Mel Martinez,0.0
B000944,H000206,Sherrod Brown,Tom Harkin,2.0
E000285,S001163,Michael Enzi,Ken Salazar,1.0
M001111,S001142,Patty Murray,Gordon Smith,3.0
B001135,G000445,Richard Burr,Judd Gregg,0.0
C001056,K000367,John Cornyn,Amy Klobuchar,1.0
C001071,R000307,Bob Corker,Pat Roberts,1.0
C001035,L000550,Susan Collins,Mary Landrieu,2.0
B001066,K000352,Jim Bunning,Jon Kyl,0.0
T000464,W000802,Jon Tester,Sheldon Whitehouse,1.0
C000858,R000361,Larry Craig,John Rockefeller,1.0
B000382,C001035,Robert Bennett,Susan Collins,2.0
A000360,C000858,Lamar Alexander,Larry Craig,1.0
K000105,M000702,Edward Kennedy,Barbara Mikulski,4.0
M000303,S001142,John McCain,Gordon Smith,0.0
C000705,N000032,Kent Conrad,Bill Nelson,0.0
D000595,L000504,Jim DeMint,Richard Lugar,0.0
D000595,K000352,Jim DeMint,Jon Kyl,0.0
K000148,W000437,John Kerry,Roger Wicker,0.0
B000953,H001016,Sam Brownback,Kay Hutchison,0.0
D000407,K000105,Pete Domenici,Edward Kennedy,2.0
F000062,M000355,Dianne Feinstein,Mitch McConnell,2.0
B001233,C000567,Evan Bayh,Thad Cochran,1.0
D000595,G000359,Jim DeMint,Lindsey Graham,0.0
B000944,V000126,Sherrod Brown,George Voinovich,1.0
C000567,S000709,Thad Cochran,Arlen Specter,1.0
B000953,M001111,Sam Brownback,Patty Murray,0.0
I000025,L000035,Daniel Inouye,Blanche Lincoln,2.0
A000109,K000148,Wayne Allard,John Kerry,0.0
C000560,I000055,Tom Coburn,Johnny Isakson,1.0
L000447,M001170,Trent Lott,Claire McCaskill,2.0
C001071,L000035,Bob Corker,Blanche Lincoln,1.0
K000305,S000709,Herb Kohl,Arlen Specter,2.0
B000611,H000338,Christopher Bond,Orrin Hatch,1.0
K000105,O000167,Edward Kennedy,Barack Obama,6.0
C000127,K000305,Maria Cantwell,Herb Kohl,2.0
D000563,E000285,Richard Durbin,Michael Enzi,1.0
B000711,S001163,Barbara Boxer,Ken Salazar,3.0
E000194,L000504,John Ensign,Richard Lugar,1.0
B001261,K000352,John Barrasso,Jon Kyl,0.0
C000560,D000601,Tom Coburn,Elizabeth Dole,0.0
M000303,R000307,John McCain,Pat Roberts,0.0
C001035,S001078,Susan Collins,John Sununu,0.0
A000109,T000250,Wayne Allard,John Thune,0.0
R000307,S000033,Pat Roberts,Bernard Sanders,0.0
J000177,W000154,Tim Johnson,John Warner,1.0
C000705,R000307,Kent Conrad,Pat Roberts,0.0
B000468,C001057,Jeff Bingaman,Norm Coleman,1.0
A000069,K000352,Daniel Akaka,Jon Kyl,0.0
C000858,H000206,Larry Craig,Tom Harkin,1.0
E000194,G000359,John Ensign,Lindsey Graham,0.0
B000444,L000035,Joseph Biden,Blanche Lincoln,1.0
D000388,M001162,Christopher Dodd,Mel Martinez,1.0
A000360,N000032,Lamar Alexander,Bill Nelson,1.0
H001028,K000148,Chuck Hagel,John Kerry,1.0
B001233,C000127,Evan Bayh,Maria Cantwell,1.0
I000024,S001163,James Inhofe,Ken Salazar,0.0
S000709,T000464,Arlen Specter,Jon Tester,1.0
L000035,S000663,Blanche Lincoln,Olympia Snowe,2.0
B001233,S000709,Evan Bayh,Arlen Specter,0.0
G000359,M000639,Lindsey Graham,Robert Menendez,0.0
B000468,J000177,Jeff Bingaman,Tim Johnson,3.0
C001041,H000338,Hillary Clinton,Orrin Hatch,2.0
I000024,L000123,James Inhofe,Frank Lautenberg,0.0
C001070,W000154,Bob Casey,John Warner,1.0
C001071,W000154,Bob Corker,John Warner,1.0
M001162,V000127,Mel Martinez,David Vitter,1.0
I000025,K000367,Daniel Inouye,Amy Klobuchar,3.0
C000286,S001142,Saxby Chambliss,Gordon Smith,1.0
N000180,T000162,Ben Nelson,Craig Thomas,1.0
G000445,T000464,Judd Gregg,Jon Tester,0.0
L000504,M000639,Richard Lugar,Robert Menendez,1.0
K000352,M001153,Jon Kyl,Lisa Murkowski,0.0
C000560,W000154,Tom Coburn,John Warner,0.0
K000148,M001153,John Kerry,Lisa Murkowski,2.0
M000702,R000307,Barbara Mikulski,Pat Roberts,1.0
G000386,P000590,Charles Grassley,Mark Pryor,0.0
E000194,L000261,John Ensign,Carl Levin,1.0
C001057,S001142,Norm Coleman,Gordon Smith,1.0
A000109,S000709,Wayne Allard,Arlen Specter,0.0
L000035,M001170,Blanche Lincoln,Claire McCaskill,2.0
B001135,C000141,Richard Burr,Benjamin Cardin,1.0
A000109,P000590,Wayne Allard,Mark Pryor,0.0
D000407,R000307,Pete Domenici,Pat Roberts,1.0
C000141,M001162,Benjamin Cardin,Mel Martinez,1.0
I000024,S000663,James Inhofe,Olympia Snowe,0.0
M001111,R000122,Patty Murray,Jack Reed,2.0
B000444,S001078,Joseph Biden,John Sununu,0.0
E000194,L000304,John Ensign,Joseph Lieberman,1.0
C001070,S001142,Bob Casey,Gordon Smith,1.0
F000062,G000359,Dianne Feinstein,Lindsey Graham,0.0
D000595,S000148,Jim DeMint,Charles Schumer,0.0
P000590,W000437,Mark Pryor,Roger Wicker,0.0
C000560,S001142,Tom Coburn,Gordon Smith,0.0
C000286,W000154,Saxby Chambliss,John Warner,1.0
M000639,S000888,Robert Menendez,Ted Stevens,3.0
G000445,V000127,Judd Gregg,David Vitter,0.0
B000953,C001070,Sam Brownback,Bob Casey,0.0
S000148,S000888,Charles Schumer,Ted Stevens,4.0
B001066,S000663,Jim Bunning,Olympia Snowe,1.0
L000304,M000639,Joseph Lieberman,Robert Menendez,5.0
F000061,S001163,Russ Feingold,Ken Salazar,1.0
E000194,S000888,John Ensign,Ted Stevens,1.0
G000445,M000355,Judd Gregg,Mitch McConnell,0.0
M001162,T000464,Mel Martinez,Jon Tester,0.0
B000953,C000560,Sam Brownback,Tom Coburn,0.0
E000194,L000123,John Ensign,Frank Lautenberg,1.0
J000177,S001142,Tim Johnson,Gordon Smith,3.0
K000305,N000032,Herb Kohl,Bill Nelson,2.0
L000261,M000639,Carl Levin,Robert Menendez,3.0
H000206,W000803,Tom Harkin,Jim Webb,1.0
C000880,M001162,Michael Crapo,Mel Martinez,0.0
D000388,G000445,Christopher Dodd,Judd Gregg,0.0
H000338,N000180,Orrin Hatch,Ben Nelson,1.0
C001071,I000024,Bob Corker,James Inhofe,0.0
B000243,C000858,Max Baucus,Larry Craig,0.0
R000146,S000320,Harry Reid,Richard Shelby,0.0
C001056,I000025,John Cornyn,Daniel Inouye,1.0
M001153,S001141,Lisa Murkowski,Jeff Sessions,0.0
B000468,F000061,Jeff Bingaman,Russ Feingold,1.0
D000595,S000888,Jim DeMint,Ted Stevens,0.0
I000024,W000803,James Inhofe,Jim Webb,0.0
D000595,L000123,Jim DeMint,Frank Lautenberg,0.0
G000359,W000437,Lindsey Graham,Roger Wicker,0.0
H000206,K000352,Tom Harkin,Jon Kyl,0.0
D000563,K000367,Richard Durbin,Amy Klobuchar,3.0
I000025,K000105,Daniel Inouye,Edward Kennedy,4.0
B000711,C000880,Barbara Boxer,Michael Crapo,0.0
I000055,S000709,Johnny Isakson,Arlen Specter,0.0
D000601,R000146,Elizabeth Dole,Harry Reid,0.0
B000468,M001111,Jeff Bingaman,Patty Murray,4.0
B000444,L000550,Joseph Biden,Mary Landrieu,1.0
B001233,D000595,Evan Bayh,Jim DeMint,0.0
B001135,M001162,Richard Burr,Mel Martinez,0.0
A000109,M001153,Wayne Allard,Lisa Murkowski,0.0
B000382,N000032,Robert Bennett,Bill Nelson,1.0
B000382,B000444,Robert Bennett,Joseph Biden,1.0
G000386,G000445,Charles Grassley,Judd Gregg,0.0
C000127,I000055,Maria Cantwell,Johnny Isakson,1.0
E000194,W000802,John Ensign,Sheldon Whitehouse,0.0
B000944,G000445,Sherrod Brown,Judd Gregg,0.0
O000167,R000307,Barack Obama,Pat Roberts,1.0
M001111,W000154,Patty Murray,John Warner,1.0
C001056,S000663,John Cornyn,Olympia Snowe,1.0
H000338,T000162,Orrin Hatch,Craig Thomas,0.0
B000953,M000702,Sam Brownback,Barbara Mikulski,0.0
D000595,L000261,Jim DeMint,Carl Levin,0.0
B001066,I000025,Jim Bunning,Daniel Inouye,1.0
B000944,M001111,Sherrod Brown,Patty Murray,4.0
E000194,S000148,John Ensign,Charles Schumer,1.0
K000148,T000464,John Kerry,Jon Tester,2.0
B000611,C000560,Christopher Bond,Tom Coburn,0.0
D000595,L000304,Jim DeMint,Joseph Lieberman,0.0
H000338,M000639,Orrin Hatch,Robert Menendez,2.0
C000858,M000303,Larry Craig,John McCain,0.0
B001233,L000447,Evan Bayh,Trent Lott,1.0
H001016,W000154,Kay Hutchison,John Warner,2.0
H000338,S000320,Orrin Hatch,Richard Shelby,0.0
K000367,S001141,Amy Klobuchar,Jeff Sessions,0.0
G000386,N000032,Charles Grassley,Bill Nelson,0.0
D000563,W000154,Richard Durbin,John Warner,2.0
N000180,R000146,Ben Nelson,Harry Reid,2.0
B001261,T000162,John Barrasso,Craig Thomas,0.0
C000286,M001153,Saxby Chambliss,Lisa Murkowski,1.0
C000560,H001028,Tom Coburn,Chuck Hagel,0.0
D000388,W000803,Christopher Dodd,Jim Webb,2.0
C001035,W000802,Susan Collins,Sheldon Whitehouse,0.0
H000206,M001162,Tom Harkin,Mel Martinez,1.0
L000447,W000802,Trent Lott,Sheldon Whitehouse,0.0
K000148,W000154,John Kerry,John Warner,2.0
C000567,L000174,Thad Cochran,Patrick Leahy,1.0
I000024,M000355,James Inhofe,Mitch McConnell,0.0
S001141,T000250,Jeff Sessions,John Thune,0.0
G000359,W000802,Lindsey Graham,Sheldon Whitehouse,0.0
J000177,S000888,Tim Johnson,Ted Stevens,3.0
B000444,L000304,Joseph Biden,Joseph Lieberman,2.0
H001028,J000177,Chuck Hagel,Tim Johnson,1.0
B001261,L000174,John Barrasso,Patrick Leahy,0.0
B000243,G000445,Max Baucus,Judd Gregg,0.0
B000444,S001163,Joseph Biden,Ken Salazar,1.0
C000705,M001162,Kent Conrad,Mel Martinez,0.0
B000468,K000148,Jeff Bingaman,John Kerry,3.0
B001210,I000024,Robert Byrd,James Inhofe,0.0
B000944,S000148,Sherrod Brown,Charles Schumer,6.0
R000146,S000770,Harry Reid,Debbie Stabenow,5.0
D000563,G000359,Richard Durbin,Lindsey Graham,0.0
C000127,R000361,Maria Cantwell,John Rockefeller,1.0
C000858,V000127,Larry Craig,David Vitter,1.0
G000359,W000779,Lindsey Graham,Ron Wyden,0.0
P000590,S000770,Mark Pryor,Debbie Stabenow,3.0
G000445,S001163,Judd Gregg,Ken Salazar,0.0
C000560,W000437,Tom Coburn,Roger Wicker,0.0
P000590,S001142,Mark Pryor,Gordon Smith,2.0
S000033,S001141,Bernard Sanders,Jeff Sessions,0.0
D000432,L000504,Byron Dorgan,Richard Lugar,0.0
C000174,V000126,Thomas Carper,George Voinovich,1.0
A000109,C001057,Wayne Allard,Norm Coleman,0.0
C001070,W000437,Bob Casey,Roger Wicker,0.0
N000180,V000126,Ben Nelson,George Voinovich,1.0
R000146,T000162,Harry Reid,Craig Thomas,1.0
S000888,T000250,Ted Stevens,John Thune,0.0
C000174,S000709,Thomas Carper,Arlen Specter,1.0
C001035,P000590,Susan Collins,Mark Pryor,2.0
D000432,R000146,Byron Dorgan,Harry Reid,3.0
E000285,S000888,Michael Enzi,Ted Stevens,1.0
A000109,C001070,Wayne Allard,Bob Casey,0.0
C000127,C000174,Maria Cantwell,Thomas Carper,1.0
C001057,W000437,Norm Coleman,Roger Wicker,0.0
C001041,T000464,Hillary Clinton,Jon Tester,2.0
D000407,T000464,Pete Domenici,Jon Tester,1.0
D000388,T000162,Christopher Dodd,Craig Thomas,1.0
S000770,V000126,Debbie Stabenow,George Voinovich,1.0
R000361,S000033,John Rockefeller,Bernard Sanders,0.0
K000305,L000174,Herb Kohl,Patrick Leahy,2.0
A000069,R000307,Daniel Akaka,Pat Roberts,1.0
C000705,H001016,Kent Conrad,Kay Hutchison,1.0
D000601,H000338,Elizabeth Dole,Orrin Hatch,0.0
A000360,M001162,Lamar Alexander,Mel Martinez,1.0
B000468,H000338,Jeff Bingaman,Orrin Hatch,2.0
E000285,I000055,Michael Enzi,Johnny Isakson,1.0
B000953,P000590,Sam Brownback,Mark Pryor,0.0
L000261,S000770,Carl Levin,Debbie Stabenow,5.0
N000032,V000127,Bill Nelson,David Vitter,1.0
L000174,S000663,Patrick Leahy,Olympia Snowe,2.0
H000338,O000167,Orrin Hatch,Barack Obama,3.0
L000261,T000250,Carl Levin,John Thune,0.0
A000109,J000177,Wayne Allard,Tim Johnson,0.0
D000595,D000563,Jim DeMint,Richard Durbin,0.0
R000122,T000162,Jack Reed,Craig Thomas,0.0
C000880,M000303,Michael Crapo,John McCain,0.0
D000432,E000194,Byron Dorgan,John Ensign,0.0
D000432,T000250,Byron Dorgan,John Thune,0.0
P000590,V000127,Mark Pryor,David Vitter,1.0
D000595,W000779,Jim DeMint,Ron Wyden,0.0
M001162,N000032,Mel Martinez,Bill Nelson,1.0
A000360,D000388,Lamar Alexander,Christopher Dodd,1.0
C000174,K000305,Thomas Carper,Herb Kohl,2.0
A000109,B000468,Wayne Allard,Jeff Bingaman,0.0
B000944,B001210,Sherrod Brown,Robert Byrd,1.0
C000174,K000352,Thomas Carper,Jon Kyl,0.0
B001210,S001078,Robert Byrd,John Sununu,0.0
G000386,H000206,Charles Grassley,Tom Harkin,0.0
K000105,L000304,Edward Kennedy,Joseph Lieberman,3.0
M000303,T000464,John McCain,Jon Tester,0.0
C000705,G000386,Kent Conrad,Charles Grassley,0.0
C000858,M001153,Larry Craig,Lisa Murkowski,1.0
A000360,R000122,Lamar Alexander,Jack Reed,0.0
R000361,V000127,John Rockefeller,David Vitter,1.0
G000386,M000702,Charles Grassley,Barbara Mikulski,0.0
F000062,I000024,Dianne Feinstein,James Inhofe,0.0
